id,y_true,y_pred,score,energy
9885,0,0,1.042770242229293,1.042770242229293
2835,0,0,0.5586240559840007,0.5586240559840007
9512,1,1,2.8122907747146977,2.8122907747146977
6410,1,1,1.3393781609696738,1.3393781609696738
3129,1,1,1.550397737931128,1.550397737931128
9937,1,0,0.7350089987391213,0.7350089987391213
9681,1,0,0.9943818507631443,0.9943818507631443
1495,0,0,0.0,0.0
6778,0,0,0.7243544802420556,0.7243544802420556
2880,0,0,1.0479723428341932,1.0479723428341932
5799,1,1,1.4357762301265564,1.4357762301265564
1732,0,0,0.0,0.0
4549,1,1,1.4507362891091642,1.4507362891091642
2491,0,0,0.40936165206529623,0.40936165206529623
7423,0,0,0.7472683277110761,0.7472683277110761
371,0,0,0.4748561858972399,0.4748561858972399
3917,1,0,1.2149407371271606,1.2149407371271606
2040,1,0,1.1411686015956846,1.1411686015956846
6310,1,1,1.46228266681409,1.46228266681409
2100,1,0,0.9329156548541298,0.9329156548541298
5051,0,0,0.7319578280984167,0.7319578280984167
846,1,0,1.1312752218865634,1.1312752218865634
5906,0,0,0.5035306494553194,0.5035306494553194
7710,0,0,0.5872403085604909,0.5872403085604909
7635,1,0,1.1094007562465067,1.1094007562465067
9457,1,0,0.786243913340253,0.786243913340253
4218,1,0,0.9240447565854105,0.9240447565854105
7534,1,0,1.1023391827274378,1.1023391827274378
520,0,0,0.0,0.0
8322,0,0,0.7361354117864827,0.7361354117864827
3706,0,0,0.8164278639231523,0.8164278639231523
7404,1,1,1.2857446480434445,1.2857446480434445
8723,1,1,1.3542546730144998,1.3542546730144998
3780,0,0,0.0,0.0
6888,1,1,1.402560312618457,1.402560312618457
5130,0,0,0.0,0.0
8350,0,0,0.41905739086745675,0.41905739086745675
791,0,0,0.36002202849452547,0.36002202849452547
2943,1,0,1.2362554577527023,1.2362554577527023
1251,1,0,0.734151354869224,0.734151354869224
4584,1,0,1.2129300584466065,1.2129300584466065
6650,0,0,0.0,0.0
9222,1,1,1.4252838108657868,1.4252838108657868
1973,0,0,0.9391873042822386,0.9391873042822386
2320,1,0,1.145162043536576,1.145162043536576
9620,0,0,0.687872701991517,0.687872701991517
5220,1,0,0.9963197960754475,0.9963197960754475
7389,1,0,0.9518189239363558,0.9518189239363558
9420,0,0,0.0,0.0
9340,1,0,0.7195756592697695,0.7195756592697695
6283,0,0,1.1412337377186583,1.1412337377186583
5933,0,0,0.6745120596570758,0.6745120596570758
1471,0,0,0.0,0.0
8400,0,0,0.0,0.0
1108,1,0,1.2253386366512342,1.2253386366512342
6651,1,0,0.0,0.0
6178,1,0,1.0959343033493356,1.0959343033493356
7529,1,0,1.128912260772378,1.128912260772378
7448,1,1,1.3931769852842462,1.3931769852842462
8335,0,0,0.8177202579823168,0.8177202579823168
5715,0,0,0.42228325458506044,0.42228325458506044
3118,1,0,1.0516112258290684,1.0516112258290684
8718,0,0,0.0,0.0
2165,1,1,13.0519017724112,13.0519017724112
4030,1,1,1.533918575221237,1.533918575221237
1269,1,1,1.5225095393742052,1.5225095393742052
502,0,1,1.3008866910831876,1.3008866910831876
9496,0,0,0.531889222470371,0.531889222470371
6147,1,1,1.6062149121246234,1.6062149121246234
4045,0,0,0.8369552720993058,0.8369552720993058
7343,1,1,1.2961474276019582,1.2961474276019582
7463,1,1,1.3150757281109065,1.3150757281109065
41,0,0,0.0,0.0
1746,1,1,1.4847624521147735,1.4847624521147735
5606,0,0,0.0,0.0
7693,0,0,0.0,0.0
1983,0,0,0.7783358016703517,0.7783358016703517
5804,0,0,0.8160576024555015,0.8160576024555015
6786,0,0,0.6973074215559923,0.6973074215559923
6758,0,0,1.03808259281245,1.03808259281245
4712,1,0,1.0203472925791317,1.0203472925791317
934,1,1,1.3367378410549404,1.3367378410549404
819,0,0,0.0,0.0
780,1,0,1.1660394661959987,1.1660394661959987
2436,1,0,1.0966443750241004,1.0966443750241004
7696,1,1,1.8331763097815204,1.8331763097815204
9339,1,0,1.1624464538476202,1.1624464538476202
5865,0,0,0.5884840933043046,0.5884840933043046
1850,1,1,1.4389417056929164,1.4389417056929164
4093,1,1,1.3451646563594384,1.3451646563594384
7930,1,0,1.188296544556511,1.188296544556511
2530,0,0,0.940247299241699,0.940247299241699
3350,1,0,1.1523152055957318,1.1523152055957318
7142,1,1,2.050055556343949,2.050055556343949
3781,1,1,1213.5358533776816,1213.5358533776816
7162,0,0,0.8447171876403248,0.8447171876403248
1012,1,0,0.9431936549558321,0.9431936549558321
7341,0,0,0.6567235173198236,0.6567235173198236
2718,1,0,1.2267298033511322,1.2267298033511322
6473,0,0,0.0,0.0
5011,1,1,1.494879629474294,1.494879629474294
4377,0,0,1.0285029842832643,1.0285029842832643
9017,1,1,1.5337969697452278,1.5337969697452278
852,0,0,0.0,0.0
5361,0,0,0.7689432682727076,0.7689432682727076
5272,1,0,1.179546763900539,1.179546763900539
3788,1,0,1.1840537878257889,1.1840537878257889
61,1,1,1.542152866711064,1.542152866711064
2335,1,0,1.0145680450690195,1.0145680450690195
97,1,1,1.526474938987074,1.526474938987074
270,0,0,0.0,0.0
1382,1,0,1.2018726817926952,1.2018726817926952
5689,1,1,1.4694280749956683,1.4694280749956683
8174,1,0,1.1375744266795937,1.1375744266795937
5873,1,1,2.0333062619127134,2.0333062619127134
3360,1,0,0.8685374334205977,0.8685374334205977
5044,0,1,8.975991103726283,8.975991103726283
5805,0,0,1.0059948631380362,1.0059948631380362
9788,1,1,1.2744566228697973,1.2744566228697973
5184,1,0,0.8707469803261675,0.8707469803261675
4274,1,1,1.327262885517147,1.327262885517147
6766,0,0,0.0,0.0
9733,1,1,1.4889115533850534,1.4889115533850534
3580,0,0,0.0,0.0
8041,0,0,0.49323014550140815,0.49323014550140815
8223,1,0,0.862845003382791,0.862845003382791
5219,0,0,0.0,0.0
9543,1,1,1.2681960432984638,1.2681960432984638
1916,0,1,1.2959763883258493,1.2959763883258493
1497,1,0,1.1600780249879006,1.1600780249879006
3217,1,0,0.9891571823130784,0.9891571823130784
3413,0,0,0.48760202074910386,0.48760202074910386
8095,1,1,1.4983131512547019,1.4983131512547019
6668,1,0,1.2351748837639802,1.2351748837639802
1242,1,0,1.1374704019125301,1.1374704019125301
6692,1,1,1.3485049548815904,1.3485049548815904
4080,0,0,0.7607500843382279,0.7607500843382279
7739,1,1,1.5021260690532612,1.5021260690532612
8663,1,1,2.660785475776831,2.660785475776831
2535,1,0,1.2393320751748291,1.2393320751748291
90,1,0,1.2227364182631781,1.2227364182631781
7004,0,0,0.5397065250178943,0.5397065250178943
8085,0,0,0.4318955151437245,0.4318955151437245
5851,0,0,1.0302426063051817,1.0302426063051817
9167,0,0,0.8764975275588943,0.8764975275588943
6327,0,0,0.0,0.0
8568,0,1,1.3055631415069293,1.3055631415069293
4262,0,0,0.0,0.0
3987,1,1,2.0246546845769413,2.0246546845769413
3668,0,0,0.0,0.0
4516,0,1,1.861963223967598,1.861963223967598
7936,0,0,0.0,0.0
7638,0,0,0.36844798634676323,0.36844798634676323
6087,1,0,1.0637212914631462,1.0637212914631462
7427,1,1,1.2773042896729045,1.2773042896729045
7277,1,1,1.5318222249141518,1.5318222249141518
8826,0,0,0.8658857367659246,0.8658857367659246
9692,1,1,1.2779418991383587,1.2779418991383587
80,1,1,1.2674924396061327,1.2674924396061327
903,0,1,1.3594100374380678,1.3594100374380678
8948,1,1,1.3158013173677736,1.3158013173677736
7654,0,0,0.9890878940400114,0.9890878940400114
7733,0,0,0.0,0.0
4568,0,0,0.4101637278986417,0.4101637278986417
789,1,0,1.0678141282147946,1.0678141282147946
4063,1,0,1.2448624699612343,1.2448624699612343
1290,0,0,0.0,0.0
7995,0,0,0.43958519100435434,0.43958519100435434
3693,1,0,1.2480410255197887,1.2480410255197887
1337,0,0,0.47683568402176185,0.47683568402176185
6128,0,0,0.5778665423881472,0.5778665423881472
4938,0,0,0.8761770285990367,0.8761770285990367
9747,1,1,11.028780141575972,11.028780141575972
5550,1,1,1.4976379014853942,1.4976379014853942
6942,1,1,1.3433266877283863,1.3433266877283863
8656,1,0,0.8653349137122202,0.8653349137122202
4829,0,0,0.5459599084955243,0.5459599084955243
6830,1,0,1.014092941737076,1.014092941737076
296,1,1,1.3509599115960687,1.3509599115960687
1552,1,0,1.0183373415927957,1.0183373415927957
6165,1,0,1.0268727084891396,1.0268727084891396
3636,0,1,1.29629006050832,1.29629006050832
7267,1,0,0.0,0.0
1099,0,0,0.0,0.0
4897,0,0,1.2175200957721688,1.2175200957721688
3846,1,0,1.1847359143722118,1.1847359143722118
8729,0,0,0.914172157924597,0.914172157924597
6676,0,0,0.0,0.0
3719,0,0,0.0,0.0
7261,0,0,1.1565651955583098,1.1565651955583098
625,1,0,1.1337748307372943,1.1337748307372943
4653,1,0,0.8867286129954001,0.8867286129954001
6439,0,1,1.3281697068373477,1.3281697068373477
2754,1,0,1.1397082483503738,1.1397082483503738
3775,1,1,1.322687728342421,1.322687728342421
1405,0,0,1.0361004390716282,1.0361004390716282
7340,1,0,1.137255962170823,1.137255962170823
3496,0,0,0.0,0.0
8835,0,0,0.0,0.0
1583,1,0,1.166735203657839,1.166735203657839
8131,0,0,1.0383558777577957,1.0383558777577957
8324,1,0,0.6992049069136144,0.6992049069136144
1423,1,1,1.3211870403171755,1.3211870403171755
4088,0,0,0.0,0.0
7670,1,1,1.270027162564635,1.270027162564635
8662,1,1,1.5388677708956626,1.5388677708956626
6587,0,0,0.0,0.0
3264,1,1,1.4426058022294457,1.4426058022294457
5967,1,1,1.3823537904000287,1.3823537904000287
841,1,1,1.3197250308577488,1.3197250308577488
1591,0,0,0.7807621300584254,0.7807621300584254
477,0,0,0.0,0.0
1275,1,0,0.9840862205782266,0.9840862205782266
4039,0,0,0.0,0.0
5408,1,0,1.1276953051310539,1.1276953051310539
7410,1,1,1.3004994416327513,1.3004994416327513
2081,1,0,1.1429710815448277,1.1429710815448277
1883,1,1,1.5182082503353178,1.5182082503353178
2277,1,1,5.09160637031373,5.09160637031373
840,1,1,1.3195848332291897,1.3195848332291897
9131,0,0,0.7586189075585361,0.7586189075585361
8515,0,0,0.3584808384432819,0.3584808384432819
488,0,0,0.0,0.0
4241,1,1,2.6409299327860087,2.6409299327860087
8239,0,0,0.555896117199606,0.555896117199606
1198,0,0,0.7405157417550614,0.7405157417550614
7421,1,0,1.115857508036121,1.115857508036121
5957,0,0,0.6922364571032578,0.6922364571032578
2290,0,0,0.0,0.0
6454,1,0,1.144137255049568,1.144137255049568
6043,0,0,1.0079357974359888,1.0079357974359888
9157,1,0,1.2496477299142188,1.2496477299142188
9686,0,0,0.0,0.0
7357,1,0,1.1193271782451089,1.1193271782451089
4756,1,1,1.4712132165753828,1.4712132165753828
7283,0,0,0.0,0.0
5224,0,0,1.0006320009656933,1.0006320009656933
2078,0,0,0.0,0.0
9075,0,0,0.0,0.0
2247,1,0,1.2381747765082698,1.2381747765082698
5437,0,0,1.0623209376821583,1.0623209376821583
5601,0,0,0.0,0.0
2619,0,0,0.5393086061175549,0.5393086061175549
5710,1,0,0.8926539202408662,0.8926539202408662
7108,0,0,1.0565637228197282,1.0565637228197282
1034,0,0,0.834856336410245,0.834856336410245
2367,1,0,0.798949291554594,0.798949291554594
5926,1,1,1.415667936776143,1.415667936776143
3667,0,0,0.0,0.0
1954,0,0,0.7946073254810324,0.7946073254810324
9044,1,1,1.255185754733251,1.255185754733251
1785,1,1,1.365115503740079,1.365115503740079
9035,1,1,1.5886298675509702,1.5886298675509702
5360,1,1,1.2859089221489757,1.2859089221489757
9758,0,0,0.5812987874363136,0.5812987874363136
5338,1,0,1.2365190812337143,1.2365190812337143
5592,0,0,0.0,0.0
8507,0,0,1.0893313411536025,1.0893313411536025
2505,0,0,0.0,0.0
2628,1,0,0.7731757176067873,0.7731757176067873
2215,0,0,0.5625755310862423,0.5625755310862423
3803,0,0,0.6649086679540187,0.6649086679540187
6368,0,0,0.0,0.0
8900,0,0,0.9242361567274675,0.9242361567274675
4487,1,1,1.4314975287900928,1.4314975287900928
8070,0,0,0.41626230639760764,0.41626230639760764
4279,0,0,0.8983020502365089,0.8983020502365089
4479,0,0,0.0,0.0
6602,0,0,0.0,0.0
2059,0,0,0.7010279400684459,0.7010279400684459
8118,0,0,0.0,0.0
5079,0,0,0.0,0.0
2305,1,0,1.1227395716208661,1.1227395716208661
8590,1,0,1.2263127731580634,1.2263127731580634
1580,1,0,1.1261674667989188,1.1261674667989188
7973,0,0,0.0,0.0
4233,1,1,1.4184155920957935,1.4184155920957935
1857,1,1,1.546912912299385,1.546912912299385
9777,0,0,0.0,0.0
8614,0,0,1.1395668496039464,1.1395668496039464
6947,1,1,1.4048744638307447,1.4048744638307447
3311,0,0,0.8993574291021699,0.8993574291021699
358,0,0,0.9203991243627998,0.9203991243627998
7767,1,0,0.9587032477096479,0.9587032477096479
173,0,0,0.0,0.0
8037,0,0,0.45367164659585413,0.45367164659585413
4035,0,1,1.3893641635871394,1.3893641635871394
1153,1,0,1.2058227476276728,1.2058227476276728
6286,1,1,2.3361406726779905,2.3361406726779905
5929,1,1,1.3264354755993923,1.3264354755993923
5793,0,0,0.0,0.0
6124,0,1,1.4587562388588584,1.4587562388588584
5195,1,1,1.355114714519802,1.355114714519802
957,0,0,0.0,0.0
8549,1,0,0.9872902375967322,0.9872902375967322
2617,1,0,1.1851931016601518,1.1851931016601518
8009,0,0,0.0,0.0
4594,0,0,0.0,0.0
6682,0,0,0.0,0.0
2756,0,0,0.0,0.0
9748,0,0,1.2383603915900079,1.2383603915900079
5390,0,0,0.892397084426058,0.892397084426058
3505,0,1,1.6153022923797846,1.6153022923797846
2793,0,0,1.077538389556272,1.077538389556272
2698,1,0,1.2270138568691245,1.2270138568691245
2636,0,0,0.5164697611650019,0.5164697611650019
6722,1,1,1.555295658426303,1.555295658426303
4539,0,0,0.7813476170318111,0.7813476170318111
3094,0,0,0.0,0.0
7951,0,0,0.0,0.0
1750,0,0,1.0955688361768168,1.0955688361768168
4447,0,0,0.8823060316159088,0.8823060316159088
8402,0,0,0.6758299959910903,0.6758299959910903
5744,1,1,1.648896853090443,1.648896853090443
6782,1,1,1.546345424564292,1.546345424564292
2283,0,0,0.5526813575395839,0.5526813575395839
3763,0,0,0.8475016304544776,0.8475016304544776
1507,1,0,0.9983115593985397,0.9983115593985397
2974,1,1,1.3791451019833634,1.3791451019833634
1603,0,0,0.0,0.0
7849,1,0,0.9613282790859501,0.9613282790859501
5498,0,0,1.0665922635630514,1.0665922635630514
6409,1,1,1.2563516166688729,1.2563516166688729
415,1,1,1.5096831380117444,1.5096831380117444
3005,1,0,1.0859493210837246,1.0859493210837246
7420,0,0,0.733070078944947,0.733070078944947
4023,0,0,0.672565793746331,0.672565793746331
158,0,0,0.7080581005338552,0.7080581005338552
7174,0,0,0.0,0.0
66,0,0,0.6911998588990524,0.6911998588990524
8775,0,0,0.6240017355939267,0.6240017355939267
8449,0,0,0.0,0.0
6075,0,0,0.4072246976471963,0.4072246976471963
6815,0,0,0.0,0.0
3315,1,1,1.3398255031151443,1.3398255031151443
5581,1,1,1.4615116876238226,1.4615116876238226
9950,1,0,1.2170445424805507,1.2170445424805507
9833,0,0,0.0,0.0
8341,0,0,0.9258843010548155,0.9258843010548155
4171,0,0,0.0,0.0
6206,0,0,1.091103783755334,1.091103783755334
5440,1,0,0.7569964004989984,0.7569964004989984
3032,0,0,0.5608102771045482,0.5608102771045482
6521,0,0,0.0,0.0
7363,0,0,0.0,0.0
4505,0,0,0.8586421268923587,0.8586421268923587
2594,1,0,1.0309979276288763,1.0309979276288763
3570,0,0,0.8533749037741122,0.8533749037741122
5656,1,1,1.2930623262456058,1.2930623262456058
4637,0,0,1.0723527455320556,1.0723527455320556
2663,0,0,1.080336394686421,1.080336394686421
5643,0,0,0.5546409776699766,0.5546409776699766
4649,0,0,0.932037182497018,0.932037182497018
5029,0,0,0.0,0.0
7346,0,1,2.1367098214021265,2.1367098214021265
2648,1,1,1.5015949914702906,1.5015949914702906
58,0,0,0.5214077129481922,0.5214077129481922
4032,0,0,0.0,0.0
1585,0,0,0.0,0.0
424,0,1,1.3697930333122739,1.3697930333122739
4208,0,0,0.8867018401445036,0.8867018401445036
1761,1,0,1.0094460332113402,1.0094460332113402
7533,1,0,1.214006150183307,1.214006150183307
8777,1,1,1.5349951409786526,1.5349951409786526
4489,0,0,0.5462597884315832,0.5462597884315832
7317,0,0,0.6111317595083433,0.6111317595083433
4860,1,0,1.158119262583878,1.158119262583878
1949,1,1,1.4023202262452878,1.4023202262452878
6989,1,0,1.0621717803474582,1.0621717803474582
1567,1,1,1.5437410762935002,1.5437410762935002
9959,1,1,1.4066120584625312,1.4066120584625312
1645,1,0,1.1996587871176259,1.1996587871176259
8920,1,1,1.4409210429237402,1.4409210429237402
2586,0,0,0.41651066867896486,0.41651066867896486
3224,0,0,0.0,0.0
